final_table_role,final_table_rank,song_id,title,artist,cluster_id,cluster_name,candidate_type,region_role,final_main_candidate,main_text_eligible,external_evidence_status,region_typicality,region_confidence,region_margin,tension_label,tension_name,tension_typicality,tension_strength_percentile,top_descriptor_raw_score,top_descriptor_display_weight,top_descriptors_json,english_interpretation,chinese_interpretation
region_candidate,1,MT0001738256,Price You Pay,Agnostic Front,2,Volatile Intensity,tension_case,prototype,True,True,not_checked,1.0,0.9860220156118654,3.0043857541601158,C2-T2,lyric-brightened + high cross-modal tension,0.5511111111111111,0.8936170212765957,0.986022,1.0,"[{""descriptor"": ""aggressive"", ""raw_descriptor_score"": 0.986022, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""high arousal"", ""raw_descriptor_score"": 0.986022, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""negative-active"", ""raw_descriptor_score"": 0.986022, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""tense"", ""raw_descriptor_score"": 0.986022, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""volatile intensity"", ""raw_descriptor_score"": 0.986022, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""lyric valence uplift"", ""raw_descriptor_score"": 0.457017, ""display_descriptor_weight"": 0.463496, ""weight"": 0.463496}, {""descriptor"": ""lyrics brighten the affect"", ""raw_descriptor_score"": 0.457017, ""display_descriptor_weight"": 0.463496, ""weight"": 0.463496}, {""descriptor"": ""audio-lyric contrast"", ""raw_descriptor_score"": 0.446492, ""display_descriptor_weight"": 0.452821, ""weight"": 0.452821}]","The song is assigned to Volatile Intensity and is highly prototypical, with region typicality 100.0% and assigned-region soft confidence 98.6%; it is clearly separated from the nearest alternative region, C0 Subdued Melancholy (region margin=3.004). The calibrated cross-modal tension / audio-lyric contrast profile is C2-T2 / lyric-brightened + high cross-modal tension, with tension strength percentile 89.4%; the lyrics are brighter or more positive than the audio; the lyrics soften the arousal profile. The top descriptor profile is: aggressive, high arousal, negative-active, tense, volatile intensity.",该歌曲属于 Volatile Intensity 区域，是高度原型样本；region typicality 为 100.0%，其 balanced VA 位置相对该区域原型的 soft confidence 为 98.6%。该样本与最近替代区域 C0 Subdued Melancholy 明显分离（region margin=3.004）。其 calibrated cross-modal tension / audio-lyric contrast profile 被标注为 C2-T2 / lyric-brightened + high cross-modal tension，tension strength percentile 为 89.4%；歌词侧相对音频侧更明亮/更正向；歌词侧更柔和/低唤醒。综合 descriptor profile 的高权重词包括：aggressive、high arousal、negative-active、tense、volatile intensity。
region_candidate,2,MT0030184605,Give Me It,The Cure,2,Volatile Intensity,region_prototype,prototype,True,True,not_checked,0.9934533551554828,0.9868473715368004,2.932103419877512,C2-T2,lyric-brightened + high cross-modal tension,0.4666666666666667,0.5711947626841244,0.980387,1.0,"[{""descriptor"": ""aggressive"", ""raw_descriptor_score"": 0.980387, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""high arousal"", ""raw_descriptor_score"": 0.980387, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""negative-active"", ""raw_descriptor_score"": 0.980387, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""tense"", ""raw_descriptor_score"": 0.980387, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""volatile intensity"", ""raw_descriptor_score"": 0.980387, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""lyric arousal softening"", ""raw_descriptor_score"": 0.184166, ""display_descriptor_weight"": 0.18785, ""weight"": 0.18785}, {""descriptor"": ""lyrics soften the affect"", ""raw_descriptor_score"": 0.184166, ""display_descriptor_weight"": 0.18785, ""weight"": 0.18785}, {""descriptor"": ""lyric valence uplift"", ""raw_descriptor_score"": 0.181829, ""display_descriptor_weight"": 0.185466, ""weight"": 0.185466}]","The song is assigned to Volatile Intensity and is highly prototypical, with region typicality 99.3% and assigned-region soft confidence 98.7%; it is clearly separated from the nearest alternative region, C0 Subdued Melancholy (region margin=2.932). The calibrated cross-modal tension / audio-lyric contrast profile is C2-T2 / lyric-brightened + high cross-modal tension, with tension strength percentile 57.1%; the lyrics are brighter or more positive than the audio; the lyrics soften the arousal profile. The top descriptor profile is: aggressive, high arousal, negative-active, tense, volatile intensity.",该歌曲属于 Volatile Intensity 区域，是高度原型样本；region typicality 为 99.3%，其 balanced VA 位置相对该区域原型的 soft confidence 为 98.7%。该样本与最近替代区域 C0 Subdued Melancholy 明显分离（region margin=2.932）。其 calibrated cross-modal tension / audio-lyric contrast profile 被标注为 C2-T2 / lyric-brightened + high cross-modal tension，tension strength percentile 为 57.1%；歌词侧相对音频侧更明亮/更正向；歌词侧更柔和/低唤醒。综合 descriptor profile 的高权重词包括：aggressive、high arousal、negative-active、tense、volatile intensity。
region_candidate,3,A055,Born In The U.S.A.,Bruce Springsteen,2,Volatile Intensity,region_prototype,prototype,True,True,not_checked,0.9869067103109657,0.9755189006913839,2.6922835016093147,C2-T0,lyric-brightened,0.1823529411764706,0.27168576104746317,0.962746,1.0,"[{""descriptor"": ""aggressive"", ""raw_descriptor_score"": 0.962746, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""high arousal"", ""raw_descriptor_score"": 0.962746, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""negative-active"", ""raw_descriptor_score"": 0.962746, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""tense"", ""raw_descriptor_score"": 0.962746, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""volatile intensity"", ""raw_descriptor_score"": 0.962746, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""affective concordance"", ""raw_descriptor_score"": 0.050867, ""display_descriptor_weight"": 0.052835, ""weight"": 0.052835}, {""descriptor"": ""audio-lyric agreement"", ""raw_descriptor_score"": 0.050867, ""display_descriptor_weight"": 0.052835, ""weight"": 0.052835}]","The song is assigned to Volatile Intensity and is highly prototypical, with region typicality 98.7% and assigned-region soft confidence 97.6%; it is clearly separated from the nearest alternative region, C0 Subdued Melancholy (region margin=2.692). The calibrated cross-modal tension / audio-lyric contrast profile is C2-T0 / lyric-brightened, with tension strength percentile 27.2%; tension strength is low, so small audio-lyric directional differences are not used as primary evidence. The top descriptor profile is: aggressive, high arousal, negative-active, tense, volatile intensity.",该歌曲属于 Volatile Intensity 区域，是高度原型样本；region typicality 为 98.7%，其 balanced VA 位置相对该区域原型的 soft confidence 为 97.6%。该样本与最近替代区域 C0 Subdued Melancholy 明显分离（region margin=2.692）。其 calibrated cross-modal tension / audio-lyric contrast profile 被标注为 C2-T0 / lyric-brightened，tension strength percentile 为 27.2%；张力强度较低，因此不把小的音频-歌词方向差解释为主要证据。综合 descriptor profile 的高权重词包括：aggressive、high arousal、negative-active、tense、volatile intensity。
tension_case,1,MT0010857270,Reaganomics,D.R.I.,2,Volatile Intensity,tension_case,peripheral,True,True,not_checked,0.011456628477905073,0.9999864130592342,2.4719988759397475,C2-T1,lyric-intensified + high cross-modal tension,0.5434782608695652,0.9263502454991817,0.503449,1.0,"[{""descriptor"": ""audio-lyric contrast"", ""raw_descriptor_score"": 0.503449, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""high cross-modal tension"", ""raw_descriptor_score"": 0.503449, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""lyric arousal intensification"", ""raw_descriptor_score"": 0.503449, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""lyrics intensify the affect"", ""raw_descriptor_score"": 0.503449, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""aggressive"", ""raw_descriptor_score"": 0.249997, ""display_descriptor_weight"": 0.496568, ""weight"": 0.496568}, {""descriptor"": ""high arousal"", ""raw_descriptor_score"": 0.249997, ""display_descriptor_weight"": 0.496568, ""weight"": 0.496568}, {""descriptor"": ""negative-active"", ""raw_descriptor_score"": 0.249997, ""display_descriptor_weight"": 0.496568, ""weight"": 0.496568}, {""descriptor"": ""tense"", ""raw_descriptor_score"": 0.249997, ""display_descriptor_weight"": 0.496568, ""weight"": 0.496568}]","The song is assigned to Volatile Intensity and is peripheral within the assigned region, with region typicality 1.1% and assigned-region soft confidence 100.0%; it is clearly separated from the nearest alternative region, C3 Playful Vitality (region margin=2.472). The calibrated cross-modal tension / audio-lyric contrast profile is C2-T1 / lyric-intensified + high cross-modal tension, with tension strength percentile 92.6%; the lyrics darken the affect relative to the audio; the lyrics are more activating. The top descriptor profile is: audio-lyric contrast, high cross-modal tension, lyric arousal intensification, lyrics intensify the affect, aggressive.",该歌曲属于 Volatile Intensity 区域，是所属区域内的外围样本；region typicality 为 1.1%，其 balanced VA 位置相对该区域原型的 soft confidence 为 100.0%。该样本与最近替代区域 C3 Playful Vitality 明显分离（region margin=2.472）。其 calibrated cross-modal tension / audio-lyric contrast profile 被标注为 C2-T1 / lyric-intensified + high cross-modal tension，tension strength percentile 为 92.6%；歌词侧相对音频侧更暗/更负向；歌词侧更激活。综合 descriptor profile 的高权重词包括：audio-lyric contrast、high cross-modal tension、lyric arousal intensification、lyrics intensify the affect、aggressive。
tension_case,2,MT0030435905,My Face Would Crack,Alec Empire,2,Volatile Intensity,tension_case,representative,True,True,not_checked,0.5564648117839608,0.818247359257364,1.0741578141292625,C2-T2,lyric-brightened + high cross-modal tension,0.5333333333333333,0.9132569558101473,0.465547,1.0,"[{""descriptor"": ""lyric valence uplift"", ""raw_descriptor_score"": 0.465547, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""lyrics brighten the affect"", ""raw_descriptor_score"": 0.465547, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""aggressive"", ""raw_descriptor_score"": 0.455326, ""display_descriptor_weight"": 0.978045, ""weight"": 0.978045}, {""descriptor"": ""high arousal"", ""raw_descriptor_score"": 0.455326, ""display_descriptor_weight"": 0.978045, ""weight"": 0.978045}, {""descriptor"": ""negative-active"", ""raw_descriptor_score"": 0.455326, ""display_descriptor_weight"": 0.978045, ""weight"": 0.978045}, {""descriptor"": ""tense"", ""raw_descriptor_score"": 0.455326, ""display_descriptor_weight"": 0.978045, ""weight"": 0.978045}, {""descriptor"": ""volatile intensity"", ""raw_descriptor_score"": 0.455326, ""display_descriptor_weight"": 0.978045, ""weight"": 0.978045}, {""descriptor"": ""audio-lyric contrast"", ""raw_descriptor_score"": 0.455191, ""display_descriptor_weight"": 0.977755, ""weight"": 0.977755}]","The song is assigned to Volatile Intensity and is representative but not central, with region typicality 55.6% and assigned-region soft confidence 81.8%; it is clearly separated from the nearest alternative region, C0 Subdued Melancholy (region margin=1.074). The calibrated cross-modal tension / audio-lyric contrast profile is C2-T2 / lyric-brightened + high cross-modal tension, with tension strength percentile 91.3%; the lyrics are brighter or more positive than the audio; the lyrics soften the arousal profile. The top descriptor profile is: lyric valence uplift, lyrics brighten the affect, aggressive, high arousal, negative-active.",该歌曲属于 Volatile Intensity 区域，是有代表性但并非最中心的样本；region typicality 为 55.6%，其 balanced VA 位置相对该区域原型的 soft confidence 为 81.8%。该样本与最近替代区域 C0 Subdued Melancholy 明显分离（region margin=1.074）。其 calibrated cross-modal tension / audio-lyric contrast profile 被标注为 C2-T2 / lyric-brightened + high cross-modal tension，tension strength percentile 为 91.3%；歌词侧相对音频侧更明亮/更正向；歌词侧更柔和/低唤醒。综合 descriptor profile 的高权重词包括：lyric valence uplift、lyrics brighten the affect、aggressive、high arousal、negative-active。
region_candidate,1,MT0005674518,Ain't That a Shame,John Lennon,3,Playful Vitality,region_prototype,prototype,True,True,not_checked,1.0,0.9830772741313466,2.7651512161231135,C3-T1,lyric-darkened + lyric-softened + high cross-modal tension,0.023121387283236983,0.9882629107981221,0.983077,1.0,"[{""descriptor"": ""bright"", ""raw_descriptor_score"": 0.983077, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""danceable"", ""raw_descriptor_score"": 0.983077, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""energetic"", ""raw_descriptor_score"": 0.983077, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""playful vitality"", ""raw_descriptor_score"": 0.983077, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""positive-active"", ""raw_descriptor_score"": 0.983077, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""lyric valence tempering"", ""raw_descriptor_score"": 0.490652, ""display_descriptor_weight"": 0.499098, ""weight"": 0.499098}, {""descriptor"": ""lyrics darken the affect"", ""raw_descriptor_score"": 0.490652, ""display_descriptor_weight"": 0.499098, ""weight"": 0.499098}, {""descriptor"": ""lyric arousal softening"", ""raw_descriptor_score"": 0.093955, ""display_descriptor_weight"": 0.095572, ""weight"": 0.095572}]","The song is assigned to Playful Vitality and is highly prototypical, with region typicality 100.0% and assigned-region soft confidence 98.3%; it is clearly separated from the nearest alternative region, C1 Gentle Warmth (region margin=2.765). The calibrated cross-modal tension / audio-lyric contrast profile is C3-T1 / lyric-darkened + lyric-softened + high cross-modal tension, with tension strength percentile 98.8%; the lyrics darken the affect relative to the audio; the lyrics soften the arousal profile. The top descriptor profile is: bright, danceable, energetic, playful vitality, positive-active.",该歌曲属于 Playful Vitality 区域，是高度原型样本；region typicality 为 100.0%，其 balanced VA 位置相对该区域原型的 soft confidence 为 98.3%。该样本与最近替代区域 C1 Gentle Warmth 明显分离（region margin=2.765）。其 calibrated cross-modal tension / audio-lyric contrast profile 被标注为 C3-T1 / lyric-darkened + lyric-softened + high cross-modal tension，tension strength percentile 为 98.8%；歌词侧相对音频侧更暗/更负向；歌词侧更柔和/低唤醒。综合 descriptor profile 的高权重词包括：bright、danceable、energetic、playful vitality、positive-active。
region_candidate,2,MT0001169715,Red Blue Jeans and a Pony Tail,Gene Vincent,3,Playful Vitality,tension_case,prototype,True,True,not_checked,0.9976525821596244,0.990809401008291,2.959809241158716,C3-T1,lyric-darkened + lyric-softened + high cross-modal tension,0.8843930635838151,0.7746478873239436,0.988484,1.0,"[{""descriptor"": ""bright"", ""raw_descriptor_score"": 0.988484, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""danceable"", ""raw_descriptor_score"": 0.988484, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""energetic"", ""raw_descriptor_score"": 0.988484, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""playful vitality"", ""raw_descriptor_score"": 0.988484, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""positive-active"", ""raw_descriptor_score"": 0.988484, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""audio-lyric contrast"", ""raw_descriptor_score"": 0.638186, ""display_descriptor_weight"": 0.645621, ""weight"": 0.645621}, {""descriptor"": ""high cross-modal tension"", ""raw_descriptor_score"": 0.638186, ""display_descriptor_weight"": 0.645621, ""weight"": 0.645621}, {""descriptor"": ""lyric arousal softening"", ""raw_descriptor_score"": 0.638186, ""display_descriptor_weight"": 0.645621, ""weight"": 0.645621}]","The song is assigned to Playful Vitality and is highly prototypical, with region typicality 99.8% and assigned-region soft confidence 99.1%; it is clearly separated from the nearest alternative region, C1 Gentle Warmth (region margin=2.960). The calibrated cross-modal tension / audio-lyric contrast profile is C3-T1 / lyric-darkened + lyric-softened + high cross-modal tension, with tension strength percentile 77.5%; the lyrics darken the affect relative to the audio; the lyrics soften the arousal profile. The top descriptor profile is: bright, danceable, energetic, playful vitality, positive-active.",该歌曲属于 Playful Vitality 区域，是高度原型样本；region typicality 为 99.8%，其 balanced VA 位置相对该区域原型的 soft confidence 为 99.1%。该样本与最近替代区域 C1 Gentle Warmth 明显分离（region margin=2.960）。其 calibrated cross-modal tension / audio-lyric contrast profile 被标注为 C3-T1 / lyric-darkened + lyric-softened + high cross-modal tension，tension strength percentile 为 77.5%；歌词侧相对音频侧更暗/更负向；歌词侧更柔和/低唤醒。综合 descriptor profile 的高权重词包括：bright、danceable、energetic、playful vitality、positive-active。
region_candidate,3,MT0033512773,Do You Believe in Love,Huey Lewis & the News,3,Playful Vitality,region_prototype,prototype,True,True,not_checked,0.9953051643192489,0.9831065561481279,2.7486847455953103,C3-T0,modality-consistent,0.924901185770751,0.20422535211267606,0.978491,1.0,"[{""descriptor"": ""bright"", ""raw_descriptor_score"": 0.978491, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""danceable"", ""raw_descriptor_score"": 0.978491, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""energetic"", ""raw_descriptor_score"": 0.978491, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""playful vitality"", ""raw_descriptor_score"": 0.978491, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""positive-active"", ""raw_descriptor_score"": 0.978491, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""affective concordance"", ""raw_descriptor_score"": 0.318952, ""display_descriptor_weight"": 0.325963, ""weight"": 0.325963}, {""descriptor"": ""audio-lyric agreement"", ""raw_descriptor_score"": 0.318952, ""display_descriptor_weight"": 0.325963, ""weight"": 0.325963}]","The song is assigned to Playful Vitality and is highly prototypical, with region typicality 99.5% and assigned-region soft confidence 98.3%; it is clearly separated from the nearest alternative region, C1 Gentle Warmth (region margin=2.749). The calibrated cross-modal tension / audio-lyric contrast profile is C3-T0 / modality-consistent, with tension strength percentile 20.4%; tension strength is low, so small audio-lyric directional differences are not used as primary evidence. The top descriptor profile is: bright, danceable, energetic, playful vitality, positive-active.",该歌曲属于 Playful Vitality 区域，是高度原型样本；region typicality 为 99.5%，其 balanced VA 位置相对该区域原型的 soft confidence 为 98.3%。该样本与最近替代区域 C1 Gentle Warmth 明显分离（region margin=2.749）。其 calibrated cross-modal tension / audio-lyric contrast profile 被标注为 C3-T0 / modality-consistent，tension strength percentile 为 20.4%；张力强度较低，因此不把小的音频-歌词方向差解释为主要证据。综合 descriptor profile 的高权重词包括：bright、danceable、energetic、playful vitality、positive-active。
tension_case,1,MT0000948111,Hot Dog,Elvis Presley,3,Playful Vitality,tension_case,peripheral,True,True,not_checked,0.20892018779342725,0.9999006941020648,3.0538937489414213,C3-T1,lyric-darkened + lyric-softened + high cross-modal tension,0.5260115606936416,0.92018779342723,0.47858,1.0,"[{""descriptor"": ""audio-lyric contrast"", ""raw_descriptor_score"": 0.47858, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""high cross-modal tension"", ""raw_descriptor_score"": 0.47858, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""lyric arousal softening"", ""raw_descriptor_score"": 0.47858, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""lyric valence tempering"", ""raw_descriptor_score"": 0.47858, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""lyrics darken the affect"", ""raw_descriptor_score"": 0.47858, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""lyrics soften the affect"", ""raw_descriptor_score"": 0.47858, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""bright"", ""raw_descriptor_score"": 0.249975, ""display_descriptor_weight"": 0.522327, ""weight"": 0.522327}, {""descriptor"": ""danceable"", ""raw_descriptor_score"": 0.249975, ""display_descriptor_weight"": 0.522327, ""weight"": 0.522327}]","The song is assigned to Playful Vitality and is peripheral within the assigned region, with region typicality 20.9% and assigned-region soft confidence 100.0%; it is clearly separated from the nearest alternative region, C1 Gentle Warmth (region margin=3.054). The calibrated cross-modal tension / audio-lyric contrast profile is C3-T1 / lyric-darkened + lyric-softened + high cross-modal tension, with tension strength percentile 92.0%; the lyrics darken the affect relative to the audio; the lyrics soften the arousal profile. The top descriptor profile is: audio-lyric contrast, high cross-modal tension, lyric arousal softening, lyric valence tempering, lyrics darken the affect.",该歌曲属于 Playful Vitality 区域，是所属区域内的外围样本；region typicality 为 20.9%，其 balanced VA 位置相对该区域原型的 soft confidence 为 100.0%。该样本与最近替代区域 C1 Gentle Warmth 明显分离（region margin=3.054）。其 calibrated cross-modal tension / audio-lyric contrast profile 被标注为 C3-T1 / lyric-darkened + lyric-softened + high cross-modal tension，tension strength percentile 为 92.0%；歌词侧相对音频侧更暗/更负向；歌词侧更柔和/低唤醒。综合 descriptor profile 的高权重词包括：audio-lyric contrast、high cross-modal tension、lyric arousal softening、lyric valence tempering、lyrics darken the affect。
tension_case,2,MT0001217651,Choppa Style,Choppa,3,Playful Vitality,tension_case,peripheral,True,True,not_checked,0.04694835680751175,0.9999980738887964,3.1842264618541694,C3-T1,lyric-darkened + lyric-softened + high cross-modal tension,0.5317919075144508,0.9178403755868545,0.482609,1.0,"[{""descriptor"": ""audio-lyric contrast"", ""raw_descriptor_score"": 0.482609, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""high cross-modal tension"", ""raw_descriptor_score"": 0.482609, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""lyric arousal softening"", ""raw_descriptor_score"": 0.482609, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""lyric valence tempering"", ""raw_descriptor_score"": 0.482609, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""lyrics darken the affect"", ""raw_descriptor_score"": 0.482609, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""lyrics soften the affect"", ""raw_descriptor_score"": 0.482609, ""display_descriptor_weight"": 1.0, ""weight"": 1.0}, {""descriptor"": ""bright"", ""raw_descriptor_score"": 0.25, ""display_descriptor_weight"": 0.518017, ""weight"": 0.518017}, {""descriptor"": ""danceable"", ""raw_descriptor_score"": 0.25, ""display_descriptor_weight"": 0.518017, ""weight"": 0.518017}]","The song is assigned to Playful Vitality and is peripheral within the assigned region, with region typicality 4.7% and assigned-region soft confidence 100.0%; it is clearly separated from the nearest alternative region, C1 Gentle Warmth (region margin=3.184). The calibrated cross-modal tension / audio-lyric contrast profile is C3-T1 / lyric-darkened + lyric-softened + high cross-modal tension, with tension strength percentile 91.8%; the lyrics darken the affect relative to the audio; the lyrics soften the arousal profile. The top descriptor profile is: audio-lyric contrast, high cross-modal tension, lyric arousal softening, lyric valence tempering, lyrics darken the affect.",该歌曲属于 Playful Vitality 区域，是所属区域内的外围样本；region typicality 为 4.7%，其 balanced VA 位置相对该区域原型的 soft confidence 为 100.0%。该样本与最近替代区域 C1 Gentle Warmth 明显分离（region margin=3.184）。其 calibrated cross-modal tension / audio-lyric contrast profile 被标注为 C3-T1 / lyric-darkened + lyric-softened + high cross-modal tension，tension strength percentile 为 91.8%；歌词侧相对音频侧更暗/更负向；歌词侧更柔和/低唤醒。综合 descriptor profile 的高权重词包括：audio-lyric contrast、high cross-modal tension、lyric arousal softening、lyric valence tempering、lyrics darken the affect。
